date,cum1234,cond12345,water1234,CGR1234,AG1234,TotalFlow
06/18/2004,578.7068177,0.927613102,0.476709264,-0.391632187,2185.596443,0.116230727
06/19/2004,595.339553,0.934897552,0.48498516,-0.389060876,2195.198737,0.110178617
06/20/2004,612.1656909,0.94147976,0.493124059,-0.386441771,2203.496067,0.104890359
06/21/2004,628.1907731,0.944779702,0.499736625,-0.382177953,2202.772887,0.098316617
06/22/2004,644.5545006,0.94783264,0.506376123,-0.378073528,2202.113843,0.089458004
06/23/2004,661.2411754,0.950638308,0.513010279,-0.374076191,2201.519549,0.07830455
06/24/2004,678.2388541,0.953198677,0.519604615,-0.370194086,2200.989145,0.065282017
06/25/2004,695.5378555,0.955518315,0.526117671,-0.36650194,2200.51983,0.050921032
06/26/2004,713.1300303,0.957605002,0.532509508,-0.36309321,2200.107269,0.036069694
06/27/2004,731.008129,0.959469047,0.538739549,-0.360039526,2199.746681,0.021813687
06/28/2004,749.1650295,0.961121687,0.544767427,-0.357365765,2199.433061,0.00879098
06/29/2004,767.5928812,0.962574562,0.550558167,-0.355041346,2199.162281,-0.002775479
06/30/2004,786.2832813,0.963837845,0.556078234,-0.353003853,2198.9309,-0.012915009
07/01/2004,805.2273,0.96492785,0.561297663,-0.351195456,2198.735534,-0.02189118
07/02/2004,824.4156871,0.965866387,0.566189731,-0.349587367,2198.57261,-0.030222769
07/03/2004,843.8392777,0.966671081,0.570730965,-0.348185687,2198.43872,-0.03845807
07/04/2004,863.4889363,0.967357728,0.574901732,-0.347032873,2198.330536,-0.047031804
07/05/2004,883.3555041,0.967942757,0.578686086,-0.34617895,2198.244348,-0.056022075
07/06/2004,903.429947,0.968442808,0.582070339,-0.345624715,2198.176424,-0.065108812
07/07/2004,923.7036044,0.968873629,0.585044643,-0.345299739,2198.123083,-0.073782765
07/08/2004,944.1681246,0.969248729,0.587604954,-0.345111223,2198.080496,-0.081649579
07/09/2004,964.8154769,0.969579065,0.589751039,-0.344967031,2198.045154,-0.088411135
07/10/2004,985.6379726,0.969875598,0.591483722,-0.344806492,2198.014333,-0.093956645
07/11/2004,1006.628264,0.970149518,0.592805958,-0.34462161,2197.986022,-0.098423594
07/12/2004,1027.779235,0.970409831,0.593725961,-0.344430237,2197.958571,-0.102080109
07/13/2004,1049.084029,0.970664247,0.594261205,-0.344252814,2197.930908,-0.105103686
07/14/2004,1070.536029,0.970920762,0.594434626,-0.344096769,2197.902504,-0.107690162
07/15/2004,1092.128739,0.971186078,0.594270255,-0.34395688,2197.873168,-0.110210179
07/16/2004,1113.855929,0.971464753,0.593792631,-0.343816291,2197.842637,-0.113016388
07/17/2004,1135.711641,0.9717608,0.593028426,-0.343654113,2197.810378,-0.11633077
07/18/2004,1157.690066,0.972077139,0.592007581,-0.343461179,2197.775602,-0.120348109
07/19/2004,1179.785561,0.972415614,0.590759255,-0.343233504,2197.738105,-0.125187477
07/20/2004,1201.99262,0.972778102,0.589312045,-0.342976654,2197.697801,-0.13081047
07/21/2004,1224.305839,0.973165634,0.587698275,-0.342696242,2197.654606,-0.136941916
07/22/2004,1246.719866,0.973577413,0.585944709,-0.342399211,2197.608485,-0.143302716
07/23/2004,1269.22931,0.974010639,0.58407331,-0.342100068,2197.559304,-0.149652814
07/24/2004,1291.828761,0.974461722,0.582114344,-0.341802376,2197.506776,-0.15587916
07/25/2004,1314.512742,0.97492688,0.580108019,-0.341495576,2197.450471,-0.162134947
07/26/2004,1337.275717,0.97540245,0.578100493,-0.341167007,2197.389901,-0.168552001
07/27/2004,1360.112037,0.975885046,0.57613131,-0.340810078,2197.324642,-0.175338379
07/28/2004,1383.015949,0.976371375,0.574232861,-0.340421752,2197.254521,-0.182706907
07/29/2004,1405.981497,0.976858113,0.572432028,-0.340011618,2197.179413,-0.190817687
07/30/2004,1429.002557,0.977342018,0.570751193,-0.339593376,2197.099214,-0.199697265
07/31/2004,1452.072963,0.977819906,0.569206714,-0.339176568,2197.01396,-0.209267003
08/01/2004,1475.18649,0.978288944,0.567812258,-0.338769138,2196.923772,-0.219352944
08/02/2004,1498.336858,0.97874533,0.566578461,-0.338372564,2196.828813,-0.229803828
08/03/2004,1521.517723,0.979185246,0.565511611,-0.33798087,2196.729349,-0.240311072
08/04/2004,1544.722631,0.979605685,0.564625592,-0.337588986,2196.625675,-0.250414459
08/05/2004,1567.945032,0.980003727,0.563936683,-0.33720751,2196.518163,-0.259766401
08/06/2004,1591.178322,0.980376991,0.563453959,-0.336853943,2196.40729,-0.268342637
08/07/2004,1614.415864,0.980723267,0.56317875,-0.336549049,2196.2938,-0.276440571
08/08/2004,1637.650967,0.981040927,0.56310967,-0.336310594,2196.178493,-0.284601919
08/09/2004,1660.876899,0.981328762,0.563241493,-0.336138274,2196.062027,-0.293297412
08/10/2004,1684.086812,0.98158623,0.563566039,-0.336015582,2195.945022,-0.302870005
08/11/2004,1707.27373,0.98181263,0.564070501,-0.335922721,2195.828171,-0.31345125
08/12/2004,1730.430426,0.982007309,0.564739544,-0.335849779,2195.712251,-0.324812647
08/13/2004,1753.550023,0.9821702,0.565562613,-0.335795904,2195.598027,-0.336534995
08/14/2004,1776.62764,0.982301596,0.566530041,-0.335774264,2195.48621,-0.348009123
08/15/2004,1799.658847,0.982401695,0.567628928,-0.335805849,2195.377472,-0.358760901
08/16/2004,1822.639254,0.982470633,0.568844297,-0.335906359,2195.272413,-0.368697215
08/17/2004,1845.564559,0.982508579,0.570160525,-0.336072518,2195.171689,-0.377985846
08/18/2004,1868.430646,0.982516004,0.571558264,-0.336294367,2195.076086,-0.387605363
08/19/2004,1891.233699,0.982493529,0.573015295,-0.336559788,2194.986414,-0.399301894
08/20/2004,1913.970244,0.982441888,0.574515971,-0.336850376,2194.903426,-0.414912438
08/21/2004,1936.637092,0.982362012,0.576050677,-0.337158858,2194.827929,-0.436308982
08/22/2004,1959.231351,0.98225503,0.57760569,-0.337491022,2194.760737,-0.464364478
08/23/2004,1981.750507,0.982122176,0.579167359,-0.337848525,2194.7025,-0.497604025
08/24/2004,2004.192488,0.981964755,0.58072262,-0.33822307,2194.653693,-0.531622442
08/25/2004,2026.555668,0.981784565,0.582256041,-0.338614082,2194.614541,-0.564073504
08/26/2004,2048.83878,0.981583637,0.583754108,-0.339026847,2194.584971,-0.594422778
08/27/2004,2071.04104,0.981363663,0.585207986,-0.339468077,2194.564664,-0.623126743
08/28/2004,2093.162233,0.98112667,0.586610409,-0.339952295,2194.553206,-0.650738843
08/29/2004,2115.202509,0.980874952,0.587950407,-0.340488925,2194.549948,-0.678049227
08/30/2004,2137.162407,0.980610647,0.589217645,-0.341073248,2194.554033,-0.705467794
08/31/2004,2159.042878,0.980335742,0.590403787,-0.34169165,2194.564468,-0.732729144
09/01/2004,2180.845336,0.98005235,0.591503663,-0.342327917,2194.579508,-0.759376997
09/02/2004,2202.571593,0.979762522,0.592512933,-0.342967196,2194.596466,-0.784340093
09/03/2004,2224.223655,0.979468415,0.593424015,-0.343606286,2194.612154,-0.806312032
09/04/2004,2245.803634,0.979172124,0.594229228,-0.344256086,2194.623335,-0.82420671
09/05/2004,2267.313835,0.97887485,0.594921443,-0.34493453,2194.626598,-0.837198339
09/06/2004,2288.756733,0.978577932,0.595494541,-0.345657112,2194.618242,-0.844736605
09/07/2004,2310.13507,0.978282899,0.595948335,-0.346431124,2194.594715,-0.846396072
09/08/2004,2331.451874,0.97799115,0.596286017,-0.347252597,2194.552512,-0.841957575
09/09/2004,2352.710337,0.977703656,0.596512951,-0.348113173,2194.488064,-0.831582708
09/10/2004,2373.91379,0.977421417,0.596634343,-0.349012227,2194.397495,-0.815538081
09/11/2004,2395.065654,0.977145484,0.596656871,-0.349952272,2194.276547,-0.79396606
09/12/2004,2416.169461,0.976876338,0.596583577,-0.350943719,2194.120891,-0.767127972
09/13/2004,2437.228854,0.976614374,0.596412861,-0.352001163,2193.925753,-0.735654859
09/14/2004,2458.247636,0.976359664,0.596143808,-0.353140022,2193.684861,-0.700358283
09/15/2004,2479.229689,0.976111922,0.59577948,-0.354362058,2193.392176,-0.662151047
09/16/2004,2500.178809,0.97587104,0.595329666,-0.355641258,2193.043814,-0.621951084
09/17/2004,2521.098816,0.975637393,0.594800045,-0.356958108,2192.637297,-0.580673751
09/18/2004,2541.993626,0.975410072,0.594197109,-0.35831569,2192.170151,-0.539271992
09/19/2004,2562.866982,0.975187626,0.593534803,-0.359725113,2191.639807,-0.498716577
09/20/2004,2583.722408,0.974969301,0.592825946,-0.361190096,2191.043859,-0.460113995
09/21/2004,2604.563345,0.974754615,0.592079653,-0.362694101,2190.379974,-0.424103778
09/22/2004,2625.393237,0.974542623,0.591305023,-0.364210488,2189.64603,-0.390712347
09/23/2004,2646.215436,0.974332457,0.590510574,-0.365719511,2188.84042,-0.359509114
09/24/2004,2667.033259,0.974123044,0.589706089,-0.367230686,2187.962098,-0.329174433
09/25/2004,2687.84998,0.973913064,0.588901856,-0.368779718,2187.010624,-0.298269959
09/26/2004,2708.668818,0.97370179,0.588106339,-0.370391119,2185.986215,-0.26586059
09/27/2004,2729.492943,0.973488122,0.587327161,-0.372067503,2184.889757,-0.231189181
09/28/2004,2750.325529,0.973271444,0.586571232,-0.373797796,2183.722788,-0.194582257
09/29/2004,2771.169733,0.973050993,0.585846348,-0.375565357,2182.487385,-0.158527372
09/30/2004,2792.028634,0.972825331,0.585155823,-0.377347598,2181.186002,-0.126960377
10/01/2004,2812.905316,0.97259371,0.584504455,-0.379129135,2179.821534,-0.100237093
10/02/2004,2833.802851,0.972355453,0.583904173,-0.380924402,2178.397786,-0.076574342
10/03/2004,2854.724308,0.972109903,0.583366421,-0.382756332,2176.919477,-0.053801554
10/04/2004,2875.672805,0.971856527,0.582897884,-0.384642071,2175.391774,-0.030264135
10/05/2004,2896.651486,0.97159505,0.582506383,-0.386592214,2173.820148,-0.004671458
10/06/2004,2917.663595,0.971325075,0.582199846,-0.38860645,2172.210267,0.023441533
10/07/2004,2938.712517,0.971046654,0.581982949,-0.390670374,2170.568153,0.053771666
10/08/2004,2959.801734,0.97075982,0.581855967,-0.392763126,2168.90026,0.085619962
10/09/2004,2980.934301,0.97046424,0.581818353,-0.394859526,2167.213356,0.117548932
10/10/2004,3002.111524,0.970159498,0.58186995,-0.39691873,2165.51451,0.147808152
10/11/2004,3023.334863,0.969845359,0.582010096,-0.398895079,2163.81091,0.174879456
10/12/2004,3044.60623,0.969521779,0.582237074,-0.400766447,2162.10966,0.197484761
10/13/2004,3065.927811,0.969188849,0.582550877,-0.402553835,2160.417743,0.214623419
10/14/2004,3087.30189,0.96884679,0.582952216,-0.404292453,2158.742035,0.225438759
10/15/2004,3108.730835,0.968495976,0.583440835,-0.406014494,2157.089298,0.229295992
10/16/2004,3130.217027,0.968137036,0.584016082,-0.407741548,2155.465818,0.225769609
10/17/2004,3151.762841,0.96777085,0.584675982,-0.409464696,2153.877496,0.214410232
10/18/2004,3173.370594,0.967398604,0.58541901,-0.411152003,2152.329947,0.194640163
10/19/2004,3195.04249,0.967021829,0.586242945,-0.412775866,2150.828433,0.166161357
10/20/2004,3216.780585,0.966642455,0.587144477,-0.414324254,2149.377849,0.129012954
10/21/2004,3238.586775,0.966262641,0.588118754,-0.415785603,2147.982727,0.083449124
10/22/2004,3260.462864,0.965884693,0.58915863,-0.417159258,2146.64725,0.029417603
10/23/2004,3282.41045,0.96551118,0.590251642,-0.418454082,2145.375179,-0.033290501
10/24/2004,3304.430756,0.965144834,0.591383673,-0.419665584,2144.169824,-0.104956003
10/25/2004,3326.524763,0.964788575,0.59254643,-0.420786097,2143.034148,-0.185567445
10/26/2004,3348.69327,0.964445532,0.593732764,-0.421800166,2141.970717,-0.274617157
10/27/2004,3370.936964,0.964118435,0.594935104,-0.422691694,2140.981311,-0.371213499
10/28/2004,3393.256371,0.963809405,0.596145004,-0.423456981,2140.067069,-0.474489146
10/29/2004,3415.651888,0.963520129,0.59735371,-0.424104275,2139.228753,-0.583573806
10/30/2004,3438.123979,0.963251749,0.598554638,-0.424642304,2138.466687,-0.697703158
10/31/2004,3460.673127,0.963004915,0.599741258,-0.425071772,2137.780369,-0.816369451
11/01/2004,3483.299646,0.962780444,0.600905609,-0.42538861,2137.168733,-0.939063022
11/02/2004,3506.003798,0.962578305,0.602039203,-0.425584905,2136.630434,-1.065313754
11/03/2004,3528.785821,0.962397746,0.603128941,-0.425657344,2136.163595,-1.195054562
11/04/2004,3551.645938,0.962237768,0.604160893,-0.425614444,2135.765671,-1.328254471
11/05/2004,3574.584281,0.962097486,0.605121441,-0.425468261,2135.433321,-1.464521065
11/06/2004,3597.600963,0.961975704,0.606001673,-0.425224672,2135.162849,-1.603433991
11/07/2004,3620.696012,0.961870801,0.606791729,-0.424883285,2134.950993,-1.744938632
11/08/2004,3643.869423,0.9617811,0.607481715,-0.424437915,2134.794843,-1.889176334
11/09/2004,3667.121191,0.961704817,0.60806325,-0.423883776,2134.692226,-2.036235585
11/10/2004,3690.451273,0.961640032,0.608529659,-0.423222412,2134.642361,-2.186346911
11/11/2004,3713.859709,0.961583644,0.608870715,-0.422465538,2134.644758,-2.339769143
11/12/2004,3737.34678,0.961530915,0.609070651,-0.421647377,2134.69759,-2.496361681
11/13/2004,3760.912926,0.961476384,0.609122062,-0.420789675,2134.798801,-2.655624078
11/14/2004,3784.558711,0.9614157,0.609017038,-0.419896445,2134.947857,-2.816940436
11/15/2004,3808.284996,0.961345207,0.60874058,-0.418979386,2135.145424,-2.979939977
11/16/2004,3832.09289,0.961261666,0.608281259,-0.41806254,2135.392774,-3.144368704
11/17/2004,3855.983643,0.961162377,0.60763197,-0.417172912,2135.69166,-3.310148443
11/18/2004,3879.958705,0.961045634,0.606785403,-0.41632071,2136.043848,-3.477156068
11/19/2004,3904.019781,0.960909642,0.605738247,-0.415502226,2136.450409,-3.645119234
11/20/2004,3928.168797,0.960752643,0.60449109,-0.41469038,2136.911174,-3.813447233
11/21/2004,3952.407832,0.96057319,0.60304919,-0.413854679,2137.424153,-3.981215715
11/22/2004,3976.739094,0.960370318,0.601424828,-0.412999624,2137.985272,-4.147248855
11/23/2004,4001.164894,0.960145,0.599635822,-0.412152917,2138.588787,-4.310260078
11/24/2004,4025.687569,0.959899931,0.597705766,-0.411339623,2139.227427,-4.468988069
11/25/2004,4050.309595,0.959639663,0.595663765,-0.410570379,2139.892608,-4.622559035
11/26/2004,4075.033619,0.959370438,0.593543956,-0.409849332,2140.574768,-4.770526165
11/27/2004,4099.862325,0.959098957,0.591382164,-0.409168972,2141.26358,-4.912950308
11/28/2004,4124.798354,0.958832822,0.589211557,-0.408511426,2141.94772,-5.050017108
11/29/2004,4149.84439,0.95858163,0.58706788,-0.407875254,2142.614937,-5.182157231
11/30/2004,4175.003156,0.95835781,0.584996689,-0.407276527,2143.252351,-5.309922212
12/01/2004,4200.277584,0.958176186,0.583048581,-0.406734155,2143.845878,-5.433929995
12/02/2004,4225.67088,0.958052552,0.581281598,-0.406260811,2144.378965,-5.554493368
12/03/2004,4251.18671,0.95800265,0.579767882,-0.40585887,2144.830554,-5.671545916
12/04/2004,4276.82966,0.958042695,0.578586671,-0.405515303,2145.173211,-5.784711261
12/05/2004,4302.605771,0.958193574,0.577818786,-0.405217388,2145.369415,-5.893550607
12/06/2004,4328.523048,0.958485257,0.577555319,-0.404971331,2145.372077,-5.998021051
12/07/2004,4354.590144,0.958941137,0.577896095,-0.404795949,2145.149044,-6.098763986
12/08/2004,4380.815146,0.959570312,0.578910388,-0.404698233,2144.689672,-6.197303353
12/09/2004,4407.205595,0.960387295,0.580635655,-0.404665836,2143.983506,-6.295447719
12/10/2004,4433.768604,0.961410893,0.583115577,-0.404681091,2143.014597,-6.394909155
12/11/2004,4460.510924,0.96265863,0.586404075,-0.404728112,2141.763327,-6.496740605
12/12/2004,4487.439069,0.964145181,0.590557784,-0.404792866,2140.208695,-6.600425462
12/13/2004,4514.559429,0.965882995,0.595632385,-0.404864201,2138.329672,-6.703145631
12/14/2004,4541.878374,0.967883355,0.601680388,-0.404930063,2136.105825,-6.798994029
12/15/2004,4569.402401,0.970156653,0.608749384,-0.404977319,2133.518454,-6.879046518
12/16/2004,4597.138147,0.972711448,0.61687844,-0.404996336,2130.551467,-6.933289383
12/17/2004,4625.092351,0.975553074,0.626097038,-0.404991249,2127.192098,-6.954657097
12/18/2004,4653.271813,0.978683172,0.636427807,-0.404978848,2123.431247,-6.940165366
12/19/2004,4681.683426,0.982100117,0.647882455,-0.404987011,2119.263419,-6.889148671
12/20/2004,4710.334266,0.985799568,0.660465372,-0.405055503,2114.686689,-6.801576555
12/21/2004,4739.231384,0.989774858,0.674172341,-0.40522685,2109.702994,-6.676876363
12/22/2004,4768.381686,0.994015499,0.688989333,-0.405528123,2104.318086,-6.513101993
12/23/2004,4797.791826,0.998506385,0.704887662,-0.405960178,2098.54142,-6.307035731
12/24/2004,4827.468216,1.003234134,0.721827708,-0.406503634,2092.386032,-6.05492346
12/25/2004,4857.417173,1.008182256,0.739762165,-0.407138367,2085.868181,-5.753136489
12/26/2004,4887.644825,1.013329484,0.758636034,-0.407851894,2079.007273,-5.399085952
12/27/2004,4918.157126,1.018651154,0.778386663,-0.40864223,2071.825834,-4.992158961
12/28/2004,4948.959802,1.024120725,0.798943879,-0.409516276,2064.349371,-4.533908553
12/29/2004,4980.058119,1.029710626,0.820230541,-0.410491962,2056.606375,-4.027964549
12/30/2004,5011.456734,1.035392167,0.842163435,-0.411595421,2048.628358,-3.479766194
12/31/2004,5043.159641,1.041135019,0.864654189,-0.412854552,2040.449656,-2.896174855
01/10/2005,5075.170379,1.046907418,0.887608288,-0.414295272,2032.107454,-2.284923604
01/02/2005,5107.49202,1.052676458,0.910927449,-0.41593239,2023.641243,-1.654139623
01/03/2005,5140.127126,1.058408255,0.93451428,-0.417757387,2015.091673,-1.011916771
01/04/2005,5173.077736,1.064068956,0.958271261,-0.419749392,2006.500025,-0.366123232
01/05/2005,5206.345295,1.069625136,0.982095964,-0.421889821,1997.907824,0.275535429
01/06/2005,5239.930655,1.075044709,1.005880995,-0.424167679,1989.356203,0.905440981
01/07/2005,5273.834075,1.080298377,1.029521334,-0.426583052,1980.885184,1.515907389
01/08/2005,5308.055197,1.085359573,1.052916031,-0.429145613,1972.533282,2.099283966
01/09/2005,5342.593086,1.090203342,1.07596898,-0.431864867,1964.336996,2.648300288
01/10/2005,5377.446315,1.094808041,1.098592043,-0.434746309,1956.330181,3.156537206
01/11/2005,5412.613021,1.099154801,1.120705408,-0.43778671,1948.544048,3.619044709
01/12/2005,5448.090951,1.103226987,1.142237946,-0.440976244,1941.007225,4.032855863
01/13/2005,5483.87748,1.107011143,1.163130636,-0.444299886,1933.745282,4.39721707
01/14/2005,5519.969567,1.110497191,1.183335318,-0.447734985,1926.780419,4.713511849
01/15/2005,5556.363824,1.113678467,1.202805888,-0.451249094,1920.131591,4.984254697
01/16/2005,5593.056571,1.116552369,1.221503848,-0.454809212,1913.814785,5.212600007
01/17/2005,5630.043969,1.119119474,1.23939974,-0.45839088,1907.843128,5.401444371
01/18/2005,5667.321982,1.121383784,1.256469789,-0.46197927,1902.226711,5.55276708
01/19/2005,5704.886378,1.123351559,1.272696852,-0.465568959,1896.972066,5.667578681
01/20/2005,5742.732844,1.125031001,1.288072684,-0.469160286,1892.082123,5.746053013
01/21/2005,5780.857019,1.126433082,1.302598087,-0.472743917,1887.556078,5.788201343
01/22/2005,5819.254553,1.127571802,1.31628239,-0.476296383,1883.38938,5.795724371
01/23/2005,5857.921003,1.128464087,1.32914326,-0.479781054,1879.573779,5.774813517
01/24/2005,5896.851879,1.129129152,1.341208603,-0.483157131,1876.097426,5.734992148
01/25/2005,5936.042535,1.129587368,1.352514601,-0.486389789,1872.945524,5.685566783
01/26/2005,5975.488165,1.129859104,1.36309903,-0.489454773,1870.100878,5.633739114
01/27/2005,6015.183666,1.129965045,1.373000938,-0.492345893,1867.544851,5.58403256
01/28/2005,6055.12354,1.129927187,1.382257361,-0.495074654,1865.258719,5.538187698
01/29/2005,6095.301767,1.129769394,1.390899156,-0.497650707,1863.225222,5.495615904
01/30/2005,6135.71158,1.129516449,1.398960018,-0.500067282,1861.430153,5.454611776
01/31/2005,6176.345162,1.129188987,1.406477535,-0.502302727,1859.865021,5.413144721
02/01/2005,6217.193467,1.128799378,1.413484191,-0.504326875,1858.524662,5.369612313
02/02/2005,6258.247644,1.128367568,1.420009236,-0.506115724,1857.385013,5.32321259
02/03/2005,6299.500384,1.127925667,1.426114272,-0.507661875,1856.40283,5.274036933
02/04/2005,6340.94566,1.127496545,1.431885702,-0.508974278,1855.540095,5.222863729
02/05/2005,6382.578424,1.127096608,1.437391083,-0.51007717,1854.768841,5.170774682
02/06/2005,6424.3943,1.126739931,1.442678105,-0.510993249,1854.067994,5.118708014
02/07/2005,6466.389401,1.12643984,1.447783699,-0.511736177,1853.420468,5.066907766
02/08/2005,6508.560194,1.126208116,1.452738044,-0.512298492,1852.811409,5.014679582
02/09/2005,6550.903009,1.126053559,1.457564565,-0.512648337,1852.227646,4.960387297
02/10/2005,6593.413747,1.125981866,1.462284701,-0.512751126,1851.657687,4.901675065
02/11/2005,6636.087907,1.125996606,1.466919238,-0.512604087,1851.091221,4.836179554
02/12/2005,6678.920699,1.126100116,1.471488539,-0.512245534,1850.518657,4.762077987
02/13/2005,6721.907361,1.126293163,1.476009911,-0.511718668,1849.931605,4.678944593
02/14/2005,6765.043032,1.126575965,1.480499292,-0.511053809,1849.323244,4.587665996
02/15/2005,6808.322667,1.126947078,1.484968658,-0.510268711,1848.688096,4.490114025
02/16/2005,6851.741318,1.127402479,1.489421314,-0.509353415,1848.021898,4.388730122
02/17/2005,6895.2941,1.127937574,1.493853471,-0.508305095,1847.321973,4.286025252
02/18/2005,6938.976178,1.128548689,1.498264337,-0.50714617,1846.587428,4.184022346
02/19/2005,6982.782791,1.12922661,1.502654358,-0.505909115,1845.819261,4.083525439
02/20/2005,7026.70916,1.129962474,1.507022461,-0.504630294,1845.020042,3.984393625
02/21/2005,7070.7505,1.130749391,1.511362903,-0.503345235,1844.1935,3.886269153
02/22/2005,7114.901961,1.13158112,1.515664452,-0.50208512,1843.344143,3.789121767
02/23/2005,7159.158768,1.13245078,1.519913574,-0.500861537,1842.476886,3.693658151
02/24/2005,7203.516394,1.133349862,1.524096678,-0.499668076,1841.59667,3.600913761
02/25/2005,7247.970608,1.134269635,1.528200742,-0.498488721,1840.708167,3.512097111
02/26/2005,7292.517436,1.135202124,1.53221324,-0.497301011,1839.815627,3.428577907
02/27/2005,7337.153041,1.136139898,1.536125439,-0.496086562,1838.922742,3.351574911
02/28/2005,7381.873693,1.137075957,1.539930804,-0.494834025,1838.032611,3.281941407
03/01/2005,7426.675775,1.138004724,1.543621643,-0.493565944,1837.14764,3.220132244
03/02/2005,7471.55576,1.138921501,1.547195198,-0.492330863,1836.26971,3.166295542
03/03/2005,7516.510084,1.139821442,1.550652812,-0.491177482,1835.400274,3.120038845
03/04/2005,7561.535114,1.140700253,1.554004304,-0.490148988,1834.540511,3.080539262
03/05/2005,7606.627205,1.141554261,1.557262258,-0.489268528,1833.691543,3.046970064
03/06/2005,7651.782721,1.142380045,1.560429031,-0.488521914,1832.854427,3.018785209
03/07/2005,7696.99798,1.143174886,1.563504524,-0.48787632,1832.030368,2.995547467
03/08/2005,7742.269258,1.143935489,1.566485807,-0.4872936,1831.220777,2.976499834
03/09/2005,7787.592732,1.144658581,1.569370126,-0.486748095,1830.427063,2.960452425
03/10/2005,7832.964472,1.145341248,1.572157606,-0.486245479,1829.650371,2.946068735
03/11/2005,7878.38049,1.145981021,1.574853175,-0.485825423,1828.891907,2.932197371
03/12/2005,7923.836756,1.146576175,1.577456128,-0.485536613,1828.153244,2.917608106
03/13/2005,7969.329136,1.147126188,1.579966956,-0.485420334,1827.435942,2.900818313
03/14/2005,8014.853367,1.147630901,1.582386198,-0.485498894,1826.741357,2.880449586
03/15/2005,8060.405064,1.148090629,1.584713226,-0.485750479,1826.070667,2.855573468
03/16/2005,8105.979783,1.148505078,1.586950871,-0.486128982,1825.42488,2.825839455
03/17/2005,8151.573005,1.148873924,1.589103057,-0.486581833,1824.804791,2.791310931
03/18/2005,8197.180091,1.149197042,1.591171748,-0.487057238,1824.210788,2.752418602
03/19/2005,8242.796246,1.149474285,1.593158094,-0.487538015,1823.642919,2.709736542
03/20/2005,8288.416533,1.149705107,1.595065115,-0.488046041,1823.10089,2.663815034
03/21/2005,8334.036073,1.149888451,1.596894498,-0.488623738,1822.58402,2.615106724
03/22/2005,8379.650074,1.150023488,1.59864564,-0.489300815,1822.091455,2.563403472
03/23/2005,8425.253806,1.150110144,1.600316863,-0.490083249,1821.622029,2.508016963
03/24/2005,8470.842595,1.150148732,1.601911164,-0.490950346,1821.174299,2.448242683
03/25/2005,8516.411826,1.150139339,1.603433612,-0.491854789,1820.746627,2.383742957
03/26/2005,8561.957014,1.150082059,1.604891091,-0.492751321,1820.337247,2.314672132
03/27/2005,8607.47387,1.149977011,1.606291661,-0.493621973,1819.94437,2.241895612
03/28/2005,8652.958289,1.149824125,1.607639859,-0.494488743,1819.565811,2.167288555
03/29/2005,8698.406345,1.149623748,1.608939727,-0.495392219,1819.199146,2.092967135
03/30/2005,8743.814361,1.149377291,1.610190765,-0.496362805,1818.842089,2.020505287
